Station,Year,mean,min,max
ITA00352,2016,0.05000000000000001,0.05,0.05
ITA00352,2017,0.06083333333333333,0.05,0.17
ITA00352,2020,0.020833333333333332,0.02,0.03
ITA00352,2021,0.02335,0.02,0.0531
ITA00353,2021,0.029577777777777776,0.02,0.0961
ITA00357,2016,0.05000000000000001,0.05,0.05
ITA00357,2017,0.051666666666666666,0.05,0.07
ITA00357,2018,5e-05,5e-05,5e-05
ITA00357,2019,2.0,2.0,2.0
ITA00357,2020,0.02,0.02,0.02
ITA00357,2021,0.02,0.02,0.02
ITA00358,2020,0.02,0.02,0.02
ITA00359,2016,0.05,0.05,0.05
ITA00359,2017,0.051666666666666666,0.05,0.07
ITA00359,2018,5e-05,5e-05,5e-05
ITA00359,2019,2.0,2.0,2.0
ITA00359,2020,0.02,0.02,0.02
ITA00359,2021,0.02,0.02,0.02
ITA00360,2016,0.05000000000000001,0.05,0.05
ITA00360,2017,0.05,0.05,0.05
ITA00360,2018,5e-05,5e-05,5e-05
ITA00360,2019,2.0,2.0,2.0
ITA00360,2020,0.02,0.02,0.02
ITA00360,2021,0.02,0.02,0.02
ITA00364,2020,0.00832,0.0033,0.022
ITA00364,2021,0.01125,0.005,0.018
ITA00367,2020,0.0014874999999999999,0.0013,0.0019
ITA00367,2021,0.001155,0.00087,0.0015
ITA00368,2020,0.00065,0.0002,0.0011
ITA00368,2021,0.00036,0.00019,0.0012
ITA00369,2020,0.00232,0.001,0.0044
ITA00369,2021,0.0018416666666666666,0.0009,0.0032
ITA00372,2020,0.00195,0.0012,0.0029
ITA00372,2021,0.0013499999999999999,0.0005,0.0019
ITA00373,2017,0.005,0.005,0.005
ITA00373,2019,0.0010558333333333333,0.00034,0.003
ITA00373,2020,0.00083,0.00031,0.00132
ITA00373,2021,0.0009441666666666666,0.00066,0.00126
ITA00374,2019,0.00025749999999999997,0.0002,0.0006
ITA00374,2020,0.00020416666666666665,0.0002,0.00025
ITA00374,2021,0.0002290909090909091,0.00019,0.00046
ITA00375,2019,0.00025583333333333334,0.0002,0.00046
ITA00375,2020,0.00021333333333333336,0.0002,0.00029
ITA00375,2021,0.00020833333333333335,0.00019,0.00031
ITA00376,2017,0.005,0.005,0.005
ITA00376,2019,0.0021366666666666665,0.00037,0.005
ITA00376,2020,0.0012733333333333333,0.00039,0.00239
ITA00376,2021,0.000995,0.00033,0.00271
ITA00377,2019,0.001505,0.00048,0.00315
ITA00377,2020,0.0013866666666666665,0.00043,0.0019
ITA00377,2021,0.0015483333333333332,0.00072,0.00532
ITA00378,2019,0.0003225,0.0002,0.00083
ITA00378,2020,0.0006066666666666667,0.0002,0.00432
ITA00378,2021,0.00025583333333333334,0.00019,0.00049
ITA00379,2019,0.00041,0.0002,0.0012
ITA00379,2020,0.0004118181818181818,0.0002,0.00087
ITA00379,2021,0.00034333333333333335,0.00019,0.00095
ITA00380,2017,0.005,0.005,0.005
ITA00380,2019,0.0010491666666666668,0.00052,0.00176
ITA00380,2020,0.0009658333333333333,0.00035,0.00146
ITA00380,2021,0.0009383333333333334,0.00037,0.00152
ITA00381,2019,0.0005216666666666667,0.0002,0.00159
ITA00381,2020,0.00043916666666666664,0.00027,0.00082
ITA00381,2021,0.0005116666666666667,0.00024,0.00097
ITA00382,2017,0.008,0.005,0.01
ITA00382,2019,0.0011483333333333335,0.0005,0.00208
ITA00382,2020,0.0008058333333333333,0.00043,0.00138
ITA00382,2021,0.0009866666666666667,0.00059,0.00189
ITA00386,2018,0.005775,0.0023,0.0094
ITA00386,2019,0.010956666666666665,0.0005,0.045
ITA00386,2021,0.01934857142857143,0.00079,0.09761
ITA00389,2021,0.00047200000000000003,0.00019,0.0016
ITA00390,2021,0.00093,0.00029,0.0021
ITA00391,2021,0.00019,0.00019,0.00019
ITA00395,2021,0.0013,0.00034,0.0024
ITA00412,2021,0.0056749999999999995,0.0047,0.0075
ITA00414,2021,0.00019,0.00019,0.00019
ITA00422,2021,0.0010574999999999998,0.00019,0.0034
ITA00426,2021,0.001471666666666667,0.00029,0.0044
ITA00429,2021,0.0012683333333333333,0.00019,0.0027
ITA00435,2021,0.00032250000000000003,0.00019,0.00055
ITA00442,2021,0.0044,0.0014,0.007
ITA00448,2018,0.0008500000000000001,0.0005,0.0012
ITA00448,2019,0.0008166666666666666,0.0002,0.0023
ITA00448,2020,0.00162,0.0003,0.005
ITA00448,2021,0.0014500000000000001,0.0004,0.0031
ITA00450,2018,0.0009333333333333333,0.0005,0.0013
ITA00450,2019,0.0008083333333333333,0.0002,0.002
ITA00450,2020,0.00222,0.0006,0.008
ITA00450,2021,0.00166,0.0007,0.004
ITA00456,2018,0.00030000000000000003,0.0002,0.0004
ITA00456,2019,0.00031999999999999997,0.0002,0.0009
ITA00456,2020,0.00034545454545454544,0.0002,0.0009
ITA00456,2021,0.00053,0.0002,0.001
ITA00459,2018,0.0003,0.0003,0.0003
ITA00462,2019,5e-05,5e-05,5e-05
ITA00463,2019,5e-05,5e-05,5e-05
ITA00465,2020,0.0002,0.0002,0.0002
ITA00466,2020,0.0002,0.0002,0.0002
ITA00468,2019,0.01,0.01,0.01
ITA00468,2020,0.01,0.01,0.01
ITA00469,2019,0.01,0.01,0.01
ITA00469,2020,0.0051,0.0002,0.01
ITA00470,2019,0.01,0.01,0.01
ITA00470,2020,0.01,0.01,0.01
ITA00471,2019,0.01,0.01,0.01
ITA00471,2020,0.01,0.01,0.01
ITA00472,2019,0.01,0.01,0.01
ITA00472,2020,0.01,0.01,0.01
ITA00473,2019,0.01,0.01,0.01
ITA00473,2020,0.01,0.01,0.01
ITA00474,2019,0.01,0.01,0.01
ITA00474,2020,0.01,0.01,0.01
ITA00475,2019,0.01,0.01,0.01
ITA00476,2019,0.01,0.01,0.01
ITA00476,2020,0.01,0.01,0.01
ITA00477,2019,0.01,0.01,0.01
ITA00477,2020,0.01,0.01,0.01
ITA00478,2019,0.01,0.01,0.01
ITA00478,2020,0.01,0.01,0.01
ITA00479,2019,0.01,0.01,0.01
ITA00479,2020,0.01,0.01,0.01
ITA00480,2019,0.01,0.01,0.01
ITA00480,2020,0.01,0.01,0.01
ITA00481,2019,0.01,0.01,0.01
ITA00481,2020,0.01,0.01,0.01
ITA00482,2019,0.01,0.01,0.01
ITA00482,2020,0.01,0.01,0.01
ITA00483,2019,0.01,0.01,0.01
ITA00483,2020,0.0002,0.0002,0.0002
ITA00487,2019,0.01,0.01,0.01
ITA00488,2019,0.0009,0.0009,0.0009
ITA00488,2020,0.00125,0.0008,0.0017
ITA00489,2019,0.0009,0.0009,0.0009
ITA00489,2020,0.00165,0.0015,0.0018
ITA00492,2019,0.0024,0.0024,0.0024
ITA00492,2020,0.00115,0.001,0.0013
ITA00493,2019,0.0029,0.0029,0.0029
ITA00493,2020,0.00285,0.0007,0.005
LTU00011,2016,0.001,0.001,0.001
LTU00011,2017,0.0013499999999999999,0.001,0.0033
LTU00011,2018,0.005,0.005,0.005
LTU00011,2021,0.01,0.01,0.01
LTU00013,2014,0.0014333333333333333,0.001,0.005
LTU00013,2015,0.00105,0.001,0.0016
LTU00013,2016,0.0013333333333333333,0.001,0.005
LTU00013,2017,0.001,0.001,0.001
LTU00013,2018,0.005,0.005,0.005
LTU00013,2021,0.01,0.01,0.01
LTU00016,2014,0.0016333333333333332,0.001,0.008
LTU00016,2015,0.0010166666666666668,0.001,0.0012
LTU00016,2016,0.001,0.001,0.001
LTU00016,2017,0.001,0.001,0.001
LTU00016,2018,0.005,0.005,0.005
LTU00016,2021,0.01,0.01,0.01
LTU00017,2015,0.0010416666666666667,0.001,0.0015
LTU00017,2016,0.001,0.001,0.001
LTU00017,2017,0.001,0.001,0.001
LTU00017,2018,0.005,0.005,0.005
LTU00017,2021,0.01,0.01,0.01
LTU00020,2014,0.002125,0.001,0.0092
LTU00020,2015,0.001025,0.001,0.0013
LTU00020,2016,0.001,0.001,0.001
LTU00020,2017,0.001,0.001,0.001
LTU00020,2018,0.005,0.005,0.005
LTU00020,2021,0.01,0.01,0.01
LTU00032,2014,0.003108333333333333,0.001,0.01
LTU00032,2015,0.001075,0.001,0.0019
LTU00032,2016,0.001,0.001,0.001
LTU00032,2017,0.0013583333333333336,0.001,0.0031
LTU00032,2018,0.005,0.005,0.005
LVA00003,2021,6.933333333333334e-05,3.9e-05,0.000403
NLD00054,2019,0.001,0.001,0.001
NLD00055,2019,0.001,0.001,0.001
NLD00062,2019,0.001,0.001,0.001
NLD00065,2018,0.0064125,0.001,0.02
NLD00066,2019,0.0015,0.0015,0.0015
NLD00073,2019,0.001,0.001,0.001
NLD00075,2019,0.0014,0.0014,0.0014
NLD00092,2018,0.01,0.01,0.01
NLD00096,2018,0.01,0.01,0.01
NLD00097,2018,0.0063,0.0063,0.0063
NLD00098,2018,0.0053,0.0053,0.0053
NLD00099,2018,0.0074,0.0074,0.0074
NLD00112,2017,0.010833333333333334,0.01,0.02
NLD00117,2019,0.0020336363636363638,0.00124,0.00244
NLD00117,2020,0.00184,0.00118,0.00234
NLD00117,2021,0.00181,0.00142,0.00229
NLD00120,2019,0.003141818181818182,0.00249,0.00366
NLD00120,2020,0.0027525,0.00176,0.00325
NLD00120,2021,0.002863846153846154,0.00209,0.00342
NLD00121,2019,0.0006518181818181818,0.000549,0.000781
NLD00121,2020,0.0005925714285714285,0.000364,0.000878
NLD00121,2021,0.0005533333333333333,0.000452,0.000725
NLD00122,2019,0.002011818181818182,0.00169,0.00235
NLD00122,2020,0.0018291666666666667,0.0013,0.00293
NLD00122,2021,0.0015508333333333335,0.00133,0.00188
NLD00123,2019,0.010936666666666667,0.00689,0.0175
NLD00123,2020,0.0073,0.00599,0.0101
NLD00123,2021,0.010580909090909092,0.0057,0.0198
NLD00124,2019,0.0007565833333333334,0.000486,0.000993
NLD00124,2020,0.0007065384615384616,0.000447,0.00105
NLD00124,2021,0.0006922307692307692,0.00053,0.000953
NLD00125,2019,0.0019154545454545457,0.00156,0.00236
NLD00125,2020,0.0017575000000000002,0.00133,0.00215
NLD00125,2021,0.0015191666666666667,0.00106,0.00198
NLD00126,2019,0.001444,0.00111,0.00212
NLD00126,2020,0.001495,0.00108,0.00199
NLD00126,2021,0.0014861538461538462,0.00107,0.00237
NLD00127,2019,0.0016619999999999998,0.00104,0.00219
NLD00127,2020,0.0017591666666666667,0.00105,0.00248
NLD00127,2021,0.0019392307692307693,0.0011,0.00384
NLD00128,2019,0.0013209166666666666,0.000969,0.00192
NLD00128,2020,0.001610153846153846,0.000873,0.00532
NLD00130,2019,0.0014874,0.000954,0.00222
NLD00130,2020,0.00153625,0.000885,0.00306
NLD00130,2021,0.0014692307692307691,0.00103,0.00229
NLD00132,2019,0.0013213,0.000769,0.00214
NLD00132,2020,0.0012225,0.00062,0.00182
NLD00132,2021,0.0010485833333333334,0.000489,0.00149
NLD00133,2019,0.00267125,0.00159,0.00488
NLD00133,2020,0.0016676923076923075,0.00125,0.00211
NLD00133,2021,0.00167,0.00106,0.00224
NLD00134,2019,0.0009356666666666667,0.000683,0.00128
NLD00134,2020,0.0007920833333333333,0.000611,0.00108
NLD00134,2021,0.0007075384615384615,0.000519,0.000883
NLD00136,2019,0.0005101999999999999,0.000314,0.000782
NLD00136,2020,0.0005253636363636364,0.000268,0.000754
NLD00136,2021,0.0004281666666666667,0.000285,0.000616
NLD00137,2019,0.0017375000000000001,0.00125,0.00218
NLD00137,2020,0.001515,0.0012,0.00211
NLD00137,2021,0.0013992307692307694,0.0011,0.00179
NLD00141,2019,0.002924,0.0015,0.00763
NLD00141,2020,0.0018084615384615385,0.0013,0.00386
NLD00141,2021,0.0016423076923076925,0.00128,0.00203
NLD00142,2019,0.0017875,0.00135,0.0024
NLD00142,2020,0.0017553846153846155,0.00127,0.00213
NLD00142,2021,0.0016723076923076921,0.00139,0.00209
NLD00144,2019,0.003215454545454545,0.00174,0.00528
NLD00144,2020,0.002724615384615385,0.00151,0.008
NLD00144,2021,0.0023882307692307692,0.000987,0.00529
NLD00145,2019,0.001761111111111111,0.0013,0.00224
NLD00145,2020,0.0017676923076923078,0.00131,0.00232
NLD00145,2021,0.0016915384615384616,0.00128,0.0022
NLD00147,2019,0.0018620000000000002,0.00111,0.00304
NLD00147,2020,0.0018605454545454544,0.000996,0.00282
NLD00147,2021,0.001821846153846154,0.000924,0.00273
NLD00149,2019,0.00182,0.00159,0.00211
NLD00149,2020,0.0017058333333333333,0.00135,0.00209
NLD00149,2021,0.0016607692307692309,0.00124,0.00222
NLD00189,2021,0.0033,0.0033,0.0033
NLD00201,2021,0.0061,0.0061,0.0061
NLD00205,2021,0.0045,0.0045,0.0045
NLD00236,2020,0.0010166666666666668,0.001,0.0011
NLD00237,2019,0.007500000000000001,0.001,0.068
NLD00237,2020,0.001,0.001,0.001
NLD00238,2019,0.0030833333333333333,0.001,0.026
NLD00239,2020,0.001,0.001,0.001
NLD00240,2021,0.002275,0.001,0.01
NLD00241,2021,0.0024416666666666666,0.001,0.005
NLD00242,2021,0.0029291666666666667,0.001,0.008
NLD00243,2019,0.00425,0.001,0.021
NLD00243,2021,0.0027125,0.001,0.0051
NLD00244,2019,0.0018833333333333334,0.001,0.0085
NLD00244,2020,0.001125,0.001,0.002
NLD00245,2019,0.0016666666666666668,0.001,0.005
NLD00246,2019,0.00795,0.001,0.039
NLD00247,2021,0.005091666666666667,0.001,0.015
NLD00248,2021,0.003245833333333333,0.001,0.009
NLD00250,2021,0.00145,0.001,0.003
NLD00251,2021,0.002275,0.001,0.006
NLD00252,2021,0.0041625,0.001,0.012
NLD00253,2021,0.0030708333333333334,0.001,0.01
NLD00254,2020,0.0013083333333333332,0.001,0.0018
NLD00255,2020,0.001025,0.001,0.0013
NLD00256,2020,0.0010416666666666667,0.0005,0.002
NLD00257,2020,0.0020166666666666666,0.001,0.0035
NLD00258,2020,0.0017416666666666665,0.001,0.0031
NLD00259,2020,0.00175,0.001,0.01
NLD00260,2021,0.0012833333333333334,0.001,0.004
NLD00261,2019,0.00125,0.001,0.002
NLD00262,2019,0.012225,0.001,0.046
NLD00263,2021,0.0033083333333333333,0.001,0.009
NLD00264,2020,0.0013750000000000001,0.001,0.0039
NLD00264,2021,0.0017041666666666665,0.001,0.004
NLD00265,2020,0.0010833333333333333,0.001,0.0018
NLD00266,2020,0.0015000000000000002,0.001,0.006
NLD00267,2020,0.0010583333333333332,0.001,0.0017
NLD00270,2020,0.0017363636363636364,0.001,0.0091
NLD00271,2020,0.001,0.001,0.001
NLD00272,2020,0.00145,0.001,0.0045
NLD00273,2020,0.001,0.001,0.001
NLD00274,2020,0.0013499999999999999,0.001,0.0025
NLD00275,2020,0.001,0.001,0.001
NLD00276,2021,0.0012416666666666667,0.001,0.003
NLD00277,2019,0.0012,0.001,0.002
NLD00279,2019,0.001325,0.001,0.0037
NLD00280,2019,0.0011666666666666668,0.001,0.002
NLD00281,2019,0.0025833333333333333,0.001,0.019
NLD00283,2019,0.0011666666666666668,0.001,0.002
NLD00285,2020,0.001175,0.001,0.003
NLD00290,2018,0.0018583333333333334,0.001,0.004
NLD00300,2016,0.0075,0.005,0.01
NLD00300,2017,0.003941666666666667,0.001,0.034
NLD00302,2016,0.0075,0.005,0.01
NLD00302,2017,0.0031416666666666663,0.001,0.022
NLD00311,2017,0.005125,0.001,0.038
NLD00316,2017,0.0016272727272727272,0.001,0.004
NLD00316,2018,0.0012916666666666667,0.001,0.002
NLD00316,2019,0.0026333333333333334,0.001,0.02
NLD00316,2020,0.0011416666666666667,0.001,0.0019
NLD00317,2017,0.0015545454545454545,0.001,0.0041
NLD00317,2018,0.001025,0.001,0.0012
NLD00317,2019,0.0028333333333333335,0.001,0.02
NLD00317,2020,0.001425,0.001,0.0061
NLD00318,2017,0.0014272727272727271,0.001,0.0043
NLD00318,2018,0.0010333333333333334,0.001,0.0014
NLD00318,2019,0.0026666666666666666,0.001,0.02
NLD00318,2020,0.0018583333333333334,0.001,0.011
NLD00319,2020,0.0013,0.001,0.0046
NLD00320,2020,0.0010166666666666668,0.001,0.0012
NLD00323,2017,0.0016909090909090908,0.001,0.0033
NLD00323,2018,0.00115,0.001,0.0019
NLD00323,2019,0.002616666666666667,0.001,0.02
NLD00323,2020,0.001075,0.001,0.0017
NLD00324,2017,0.0017181818181818181,0.001,0.0061
NLD00324,2018,0.0010166666666666668,0.001,0.0012
NLD00324,2019,0.001,0.001,0.001
NLD00324,2020,0.0012250000000000002,0.001,0.0037
NLD00327,2017,0.002218181818181818,0.001,0.0083
NLD00327,2018,0.005275000000000001,0.001,0.049
NLD00327,2019,0.003136363636363637,0.001,0.02
NLD00327,2020,0.001,0.001,0.001
NLD00328,2017,0.0017272727272727272,0.001,0.0044
NLD00328,2018,0.0010333333333333334,0.001,0.0013
NLD00328,2019,0.001,0.001,0.001
NLD00328,2020,0.001,0.001,0.001
NLD00329,2020,0.0011416666666666667,0.001,0.002
NLD00330,2017,0.0019000000000000002,0.001,0.0044
NLD00330,2018,0.0011,0.001,0.0018
NLD00330,2019,0.001,0.001,0.001
NLD00330,2020,0.001,0.001,0.001
NLD00331,2020,0.0010166666666666668,0.001,0.0012
NLD00332,2020,0.0010416666666666667,0.001,0.0015
NLD00333,2017,0.0013363636363636364,0.001,0.003
NLD00333,2018,0.0010416666666666667,0.001,0.0015
NLD00333,2019,0.0025833333333333337,0.001,0.02
NLD00333,2020,0.001,0.001,0.001
NLD00335,2020,0.0019130434782608694,0.001,0.004
NLD00335,2021,0.0026666666666666666,0.001,0.012
NLD00336,2017,0.00125,0.001,0.002
NLD00336,2018,0.001,0.001,0.001
NLD00336,2020,0.001,0.001,0.001
NLD00339,2017,0.00175,0.001,0.003
NLD00339,2018,0.00125,0.001,0.002
NLD00339,2020,0.0011304347826086958,0.001,0.002
NLD00339,2021,0.0011666666666666668,0.001,0.002
NLD00341,2017,0.01,0.01,0.01
NLD00342,2017,0.010833333333333334,0.01,0.02
NLD00349,2017,0.01,0.01,0.01
NLD00350,2017,0.01,0.01,0.01
NLD00358,2016,0.0075,0.005,0.01
NLD00358,2018,0.0012,0.001,0.002
NLD00362,2018,0.0011083333333333333,0.001,0.0023
NLD00367,2016,0.0075,0.005,0.01
NLD00367,2018,0.002075,0.001,0.0069
NLD00391,2020,0.00485,0.0031,0.006
NLD00408,2020,0.004275,0.0025,0.0073
NLD00410,2017,0.01,0.01,0.01
NLD00410,2020,0.010833333333333334,0.01,0.02
NLD00411,2017,0.01,0.01,0.01
NLD00412,2017,0.01,0.01,0.01
NLD00412,2020,0.01,0.01,0.01
NLD00413,2017,0.01,0.01,0.01
NLD00414,2017,0.01,0.01,0.01
NLD00415,2017,0.011666666666666667,0.01,0.02
NLD00415,2020,0.01,0.01,0.01
NLD00417,2017,0.01,0.01,0.01
NLD00424,2019,0.007831818181818183,0.00549,0.0101
NLD00424,2020,0.006933333333333333,0.00117,0.0142
NOR00021,2017,2.8600000000000003,2.2,3.52
NOR00021,2019,0.0007,0.0006,0.0008
NOR00021,2020,0.0022333333333333333,0.0014,0.0032
SWE00059,2021,0.0015,0.0014,0.0016
